Customer ID,Number of Items,Kiosk Type,Kiosk Number,Time In Line,Time to Checkout,Employee Involved?
488,27.0,cashier,1,0.0,54.7051987214,False
487,2.0,self,0,0.0,67.0017831068,True
446,16.0,self,1,0.0,943.026308071,True
472,4.0,self,2,268.408419238,155.922185705,True
490,5.0,cashier,0,0.0,15.1250967867,False
476,1.0,self,1,320.404488907,45.1893939935,False
486,2.0,self,1,157.603613909,55.2764314804,False
489,6.0,self,0,0.0,156.499709779,False
494,5.0,cashier,1,0.0,10.1305923558,False
492,2.0,self,0,81.4836190688,43.971537337,False
497,1,self,1,0.0,20.2185384449,False
495,20.0,cashier,1,0.0,40.5223694233,False
493,27.0,cashier,0,0.0,81.6755226479,False
491,4.0,self,2,0.0,207.193760478,False
496,30.0,cashier,2,0.0,99.7911179542,False
499,4.0,self,0,0.0,86.5301541525,False
500,20.0,cashier,0,0.0,60.5003871466,False
501,1,self,0,0.0,15.1212192669,False
498,4.0,self,1,15.5747767739,131.601708196,False
504,10.0,cashier,1,0.0,20.2611847116,False
503,17.0,cashier,0,0.0,51.4253290746,False
502,2.0,self,0,0.0,68.5578431459,False
505,2.0,self,1,0.0,72.9592301066,False
506,27.0,cashier,0,0.0,81.6755226479,False
507,23.0,cashier,1,0.0,46.6007248368,False
508,19.0,cashier,2,0.0,63.201041371,False
509,26.0,cashier,3,0.0,49.5224592735,False
510,5.0,cashier,0,0.0,15.1250967867,False
511,6.0,cashier,0,0.0,18.150116144,False
514,6.0,cashier,1,0.0,12.156710827,False
515,6.0,cashier,2,0.0,19.9582235908,False
517,8.0,cashier,1,0.0,16.2089477693,False
513,4.0,self,0,0.0,68.1014579243,False
512,28.0,cashier,0,0.0,84.7005420052,False
516,23.0,cashier,3,0.0,43.8083293573,False
519,20.0,cashier,1,0.0,40.5223694233,False
521,18.0,cashier,0,0.0,54.4503484319,False
522,16.0,cashier,1,0.0,32.4178955386,False
518,5.0,self,1,0.0,117.578491115,False
524,9.0,cashier,1,0.0,18.2350662405,False
523,21.0,cashier,0,0.0,63.5254065039,False
520,4.0,self,0,0.0,151.805931862,False
525,18.0,cashier,1,0.0,36.4701324809,False
528,16.0,cashier,0,0.0,48.4003097173,False
529,1,self,2,0.0,43.9742405591,True
526,4.0,self,0,0.0,178.665411938,True
531,23.0,cashier,1,0.0,46.6007248368,False
530,26.0,cashier,0,0.0,78.6505032906,False
536,10.0,cashier,1,0.0,20.2611847116,False
532,28.0,cashier,2,0.0,93.1383767573,False
535,29.0,cashier,0,0.0,87.7255613626,False
537,27.0,cashier,1,0.0,54.7051987214,False
538,7.0,cashier,2,0.0,23.2845941893,False
527,17.0,self,1,0.0,301.047517733,False
539,25.0,cashier,3,0.0,47.6177493014,False
533,2.0,self,2,0.0,200.741022636,True
541,21.0,cashier,1,0.0,42.5484878944,False
540,25.0,cashier,0,0.0,75.6254839333,False
543,2.0,self,1,0.0,53.3905052886,False
534,4.0,self,0,0.0,259.887240239,True
545,2.0,self,2,0.0,59.8434389172,False
548,23.0,cashier,3,0.0,43.8083293573,False
542,40.0,cashier,2,0.0,133.054823939,False
547,30.0,cashier,1,0.0,60.7835541349,False
544,32.0,cashier,0,0.0,96.8006194346,False
550,9.0,cashier,1,0.0,18.2350662405,False
549,4.0,self,1,0.0,103.269642982,True
546,3.0,self,0,30.4623174605,147.730193478,False
551,26.0,cashier,0,0.0,78.6505032906,False
553,24.0,cashier,1,0.0,48.6268433079,False
552,4.0,self,2,0.0,134.634747954,True
554,25.0,cashier,2,0.0,83.1592649619,False
556,1,self,0,0.0,36.7602188487,False
558,7.0,cashier,2,0.0,23.2845941893,False
555,33.0,cashier,0,0.0,99.8256387919,False
557,31.0,cashier,1,0.0,62.8096726061,False
560,13.0,cashier,4,0.0,41.2934972086,False
559,30.0,cashier,3,0.0,57.1412991617,False
561,3.0,self,0,0.0,77.0359372172,True
562,21.0,cashier,0,0.0,63.5254065039,False
563,6.0,cashier,0,0.0,18.150116144,False
564,2.0,self,0,0.0,75.1812373036,True
566,22.0,cashier,1,0.0,44.5746063656,False
567,6.0,cashier,2,0.0,19.9582235908,False
565,30.0,cashier,0,0.0,90.7505807199,False
572,23.0,cashier,1,0.0,46.6007248368,False
574,8.0,cashier,3,0.0,15.2376797765,False
569,40.0,cashier,0,0.0,121.000774293,False
573,19.0,cashier,2,0.0,63.201041371,False
576,5.0,cashier,1,0.0,10.1305923558,False
577,5.0,cashier,1,0.0,10.1305923558,False
575,26.0,cashier,0,0.0,78.6505032906,False
579,22.0,cashier,0,0.0,66.5504258613,False
581,16.0,cashier,1,0.0,32.4178955386,False
583,19.0,cashier,3,0.0,36.1894894691,False
582,18.0,cashier,2,0.0,59.8746707725,False
587,7.0,cashier,1,0.0,14.1828292981,False
568,7.0,self,1,0.0,503.210467682,True
590,21.0,cashier,1,0.0,42.5484878944,False
570,4.0,self,0,0.0,439.54060908,True
586,35.0,cashier,0,0.0,105.875677507,False
591,17.0,cashier,1,0.0,34.4440140098,False
580,1,self,0,242.237669044,36.4415389249,False
584,2.0,self,0,168.471130976,34.7064681453,False
592,24.0,cashier,0,0.0,72.6004645759,False
593,8.0,cashier,1,0.0,16.2089477693,False
595,7.0,cashier,0,0.0,21.1751355013,False
596,8.0,cashier,0,0.0,24.2001548586,False
594,4.0,self,1,0.0,108.260220635,True
585,4.0,self,0,200.93379056,136.146660125,True
597,33.0,cashier,1,0.0,66.8619095484,False
598,25.0,cashier,2,0.0,83.1592649619,False
588,2.0,self,0,272.607462355,49.6995961524,False
600,2.0,self,1,0.0,36.9402933442,False
599,40.0,cashier,0,0.0,121.000774293,False
602,5.0,cashier,0,0.0,15.1250967867,False
571,18.0,self,2,0.0,778.92562433,False
605,6.0,cashier,0,0.0,18.150116144,False
601,2.0,self,1,0.0,141.153393513,True
589,8.0,self,0,314.035908293,172.389740491,True
603,1.0,self,1,95.8763788272,29.8546715251,False
607,14.0,cashier,1,0.0,28.3656585963,False
578,4.0,self,2,601.048265798,119.756254798,False
606,26.0,cashier,0,0.0,78.6505032906,False
604,2.0,self,0,70.5043349191,69.8075647888,True
611,1,self,1,0.0,22.8359809156,False
609,30.0,cashier,1,0.0,60.7835541349,False
610,25.0,cashier,2,0.0,83.1592649619,False
612,7.0,cashier,0,0.0,21.1751355013,False
613,23.0,cashier,1,0.0,46.6007248368,False
614,5.0,cashier,0,0.0,15.1250967867,False
608,3.0,self,2,26.9038755063,150.705681144,True
615,1,self,0,0.0,54.2467411248,True
616,21.0,cashier,0,0.0,63.5254065039,False
617,23.0,cashier,1,0.0,46.6007248368,False
619,1,self,1,0.0,22.9689996931,False
620,6.0,cashier,0,0.0,18.150116144,False
621,6.0,cashier,1,0.0,12.156710827,False
618,2.0,self,0,0.0,91.4601056054,False
623,5.0,cashier,1,0.0,10.1305923558,False
622,16.0,cashier,0,0.0,48.4003097173,False
624,15.0,cashier,1,0.0,30.3917770675,False
626,17.0,cashier,1,0.0,34.4440140098,False
625,19.0,cashier,0,0.0,57.4753677893,False
628,2.0,self,1,0.0,60.1411012701,False
633,29.0,cashier,0,0.0,87.7255613626,False
630,4.0,self,1,30.6092723745,90.9815748171,False
637,18.0,cashier,1,0.0,36.4701324809,False
629,5.0,self,2,0.0,179.926922439,True
631,2.0,self,2,149.42290472,32.8240211712,False
640,23.0,cashier,2,0.0,76.5065237649,False
639,28.0,cashier,0,0.0,84.7005420052,False
642,24.0,cashier,0,0.0,72.6004645759,False
627,10.0,self,0,0.0,357.102903471,False
634,4.0,self,2,139.481197829,125.550800426,True
632,4.0,self,1,95.7959721427,222.982647527,True
644,30.0,cashier,1,0.0,60.7835541349,False
636,2.0,self,0,214.282617585,67.1560243317,True
647,6.0,cashier,0,0.0,18.150116144,False
641,4.0,self,1,124.940385951,144.108834937,False
635,4.0,self,2,249.49085618,184.051396597,False
650,5.0,cashier,1,0.0,10.1305923558,False
649,31.0,cashier,0,0.0,93.7756000772,False
653,18.0,cashier,1,0.0,36.4701324809,False
638,5.0,self,2,387.61489372,100.487251811,True
652,24.0,cashier,0,0.0,72.6004645759,False
643,3.0,self,2,328.468465476,84.6115954929,True
651,4.0,self,0,0.0,219.777689797,False
659,9.0,cashier,1,0.0,18.2350662405,False
645,2.0,self,2,361.022138106,103.883433262,False
654,2.0,self,0,165.592215826,62.3355960911,True
658,23.0,cashier,0,0.0,69.5754452186,False
662,5.0,cashier,1,0.0,10.1305923558,False
648,18.0,self,1,124.156750087,356.467381471,False
661,17.0,cashier,0,0.0,51.4253290746,False
663,11.0,cashier,1,0.0,22.2873031828,False
665,6.0,cashier,3,0.0,11.4282598323,False
666,13.0,cashier,0,0.0,39.3252516453,False
646,4.0,self,2,433.216110882,142.475481584,False
664,27.0,cashier,2,0.0,89.8120061588,False
667,9.0,cashier,0,0.0,27.225174216,False
655,4.0,self,1,243.596498891,136.871795929,False
668,19.0,cashier,1,0.0,38.4962509521,False
669,25.0,cashier,0,0.0,75.6254839333,False
670,29.0,cashier,1,0.0,58.7574356637,False
672,22.0,cashier,0,0.0,66.5504258613,False
673,28.0,cashier,1,0.0,56.7313171926,False
671,4.0,self,2,0.0,140.748356725,True
660,19.0,self,0,0.0,376.96378041,False
675,26.0,cashier,2,0.0,86.4856355603,False
677,25.0,cashier,0,0.0,75.6254839333,False
676,2.0,self,2,52.5426302178,56.1278828901,False
679,8.0,cashier,0,0.0,24.2001548586,False
656,14.0,self,1,377.346542449,353.50596296,False
678,3.0,self,2,12.5274763244,117.109108074,False
657,2.0,self,1,635.974011367,31.6939110776,False
681,10.0,cashier,0,0.0,30.2501935733,False
674,4.0,self,0,67.9473836867,203.971541424,False
682,23.0,cashier,0,0.0,69.5754452186,False
684,20.0,cashier,1,0.0,40.5223694233,False
683,6.0,self,0,0.0,98.3079556617,False
685,23.0,cashier,2,0.0,76.5065237649,False
680,3.0,self,1,57.3321824576,181.57490707,False
687,2.0,self,0,0.0,44.8996565742,False
692,13.0,cashier,1,0.0,26.3395401251,False
690,23.0,cashier,0,0.0,69.5754452186,False
695,23.0,cashier,1,0.0,46.6007248368,False
696,23.0,cashier,3,0.0,43.8083293573,False
694,27.0,cashier,0,0.0,81.6755226479,False
693,33.0,cashier,2,0.0,109.77022975,False
697,30.0,cashier,4,0.0,95.292685866,False
700,10.0,cashier,0,0.0,30.2501935733,False
689,3.0,self,1,0.0,221.745141166,True
686,17.0,self,2,0.0,379.845014183,False
703,22.0,cashier,1,0.0,44.5746063656,False
706,7.0,cashier,4,0.0,22.2349600354,False
708,6.0,cashier,1,0.623077136268,12.156710827,False
705,24.0,cashier,3,0.0,45.7130393294,False
712,5.0,cashier,1,0.0,10.1305923558,False
702,33.0,cashier,0,0.0,99.8256387919,False
704,29.0,cashier,2,0.0,96.4647473557,False
707,22.0,cashier,0,41.702729668,66.5504258613,False
691,4.0,self,2,252.928258762,133.096248895,False
715,21.0,cashier,1,0.0,42.5484878944,False
688,20.0,self,0,41.1088964894,460.642212276,True
709,4.0,self,1,0.0,168.738764508,False
699,1,self,0,306.564031546,37.5492770324,False
720,24.0,cashier,1,0.0,48.6268433079,False
718,30.0,cashier,0,0.0,90.7505807199,False
723,5.0,cashier,1,0.0,10.1305923558,False
698,3.0,self,2,286.178220117,132.650466176,True
719,4.0,self,1,38.9240868854,109.730198155,True
722,23.0,cashier,2,0.0,76.5065237649,False
726,6.0,cashier,3,0.0,11.4282598323,False
725,26.0,cashier,1,0.0,52.6790802502,False
728,19.0,cashier,3,0.0,36.1894894691,False
724,35.0,cashier,0,0.0,105.875677507,False
727,19.0,cashier,2,0.0,63.201041371,False
729,28.0,cashier,4,0.0,88.9398401416,False
731,6.0,cashier,0,0.0,18.150116144,False
732,24.0,cashier,1,0.0,48.6268433079,False
710,6.0,self,0,174.201903491,271.491492115,False
733,5.0,cashier,0,0.0,15.1250967867,False
721,8.0,self,1,110.815357261,216.153349446,False
734,38.0,cashier,1,0.0,76.9925019042,False
713,4.0,self,0,403.438472743,106.93352571,False
737,21.0,cashier,0,0.0,63.5254065039,False
738,19.0,cashier,1,0.0,38.4962509521,False
739,7.0,cashier,2,0.0,23.2845941893,False
736,3.0,self,1,0.0,134.378387714,False
740,7.0,cashier,0,0.0,21.1751355013,False
741,14.0,cashier,1,0.0,28.3656585963,False
742,10.0,cashier,2,0.0,33.2637059847,False
701,17.0,self,2,316.589566595,485.221323208,True
714,5.0,self,0,479.942029801,168.673943989,False
743,3.0,self,1,0.0,63.4742304271,False
745,8.0,cashier,0,0.0,24.2001548586,False
711,1,self,2,712.736509433,37.0442103644,True
747,19.0,cashier,1,0.0,38.4962509521,False
717,1,self,2,651.697541277,51.0243442001,True
749,21.0,cashier,2,0.0,69.853782568,False
750,27.0,cashier,1,0.0,54.7051987214,False
748,35.0,cashier,0,0.0,105.875677507,False
716,4.0,self,0,630.533434937,136.993230687,False
751,19.0,cashier,1,0.0,38.4962509521,False
730,1,self,0,536.895793712,30.5344198362,False
755,18.0,cashier,0,0.0,54.4503484319,False
735,3.0,self,2,333.722030121,123.472818623,False
756,30.0,cashier,1,0.0,60.7835541349,False
744,1,self,0,225.587637711,116.57950625,False
759,22.0,cashier,1,0.0,44.5746063656,False
758,25.0,cashier,0,0.0,75.6254839333,False
762,16.0,cashier,1,0.0,32.4178955386,False
746,2.0,self,0,299.06404224,64.2563232239,True
764,30.0,cashier,3,0.0,57.1412991617,False
763,23.0,cashier,2,0.0,76.5065237649,False
765,32.0,cashier,4,0.0,101.64553159,False
767,18.0,cashier,1,0.0,36.4701324809,False
757,4.0,self,2,13.4631684539,245.43732313,False
766,23.0,cashier,0,0.0,69.5754452186,False
768,25.0,cashier,2,0.0,83.1592649619,False
754,3.0,self,0,214.784486576,156.566774563,False
752,4.0,self,1,0.0,417.858528963,False
771,21.0,cashier,0,0.0,63.5254065039,False
760,2.0,self,2,186.914906933,110.253967179,False
775,6.0,cashier,1,0.0,12.156710827,False
774,25.0,cashier,0,0.0,75.6254839333,False
753,6.0,self,1,410.448361349,131.341568174,True
776,26.0,cashier,1,0.0,52.6790802502,False
772,3.0,self,0,0.0,138.401102115,False
777,23.0,cashier,0,0.0,69.5754452186,False
778,16.0,cashier,2,0.0,53.2219295756,False
761,4.0,self,2,276.07095776,154.297804624,False
781,5.0,cashier,4,0.0,15.882114311,False
780,23.0,cashier,1,0.0,46.6007248368,False
779,28.0,cashier,3,0.0,53.3318792176,False
770,4.0,self,1,241.951882558,88.1011173145,False
782,18.0,cashier,0,0.0,54.4503484319,False
769,4.0,self,2,296.416584713,73.3694873542,False
784,1,self,1,0.0,28.5676886388,False
783,3.0,self,0,0.0,71.7050818479,True
786,24.0,cashier,1,0.0,48.6268433079,False
785,26.0,cashier,0,0.0,78.6505032906,False
787,25.0,cashier,1,0.0,50.6529617791,False
788,32.0,cashier,0,0.0,96.8006194346,False
790,29.0,cashier,1,0.0,58.7574356637,False
773,5.0,self,2,247.913410292,228.878227447,True
789,27.0,cashier,2,0.0,89.8120061588,False
796,5.0,cashier,3,0.0,9.52354986029,False
791,1,self,0,0.0,66.1851505478,True
794,24.0,cashier,1,0.0,48.6268433079,False
793,25.0,cashier,0,0.0,75.6254839333,False
795,21.0,cashier,2,0.0,69.853782568,False
797,18.0,cashier,0,0.0,54.4503484319,False
798,28.0,cashier,1,0.0,56.7313171926,False
801,6.0,cashier,0,0.0,18.150116144,False
802,6.0,cashier,0,0.0,18.150116144,False
800,3.0,self,0,0.0,71.5672049474,False
799,33.0,cashier,2,0.0,109.77022975,False
803,24.0,cashier,1,0.0,48.6268433079,False
804,28.0,cashier,3,0.0,53.3318792176,False
806,9.0,cashier,1,0.0,18.2350662405,False
805,21.0,cashier,0,0.0,63.5254065039,False
807,21.0,cashier,2,0.0,69.853782568,False
808,28.0,cashier,1,0.0,56.7313171926,False
809,26.0,cashier,0,0.0,78.6505032906,False
811,27.0,cashier,3,0.0,51.4271692456,False
810,6.0,self,0,0.0,141.248450368,False
813,21.0,cashier,0,0.0,63.5254065039,False
812,3.0,self,2,0.0,85.7581958259,False
814,25.0,cashier,1,0.0,50.6529617791,False
815,3.0,self,2,15.142398977,86.6643144625,True
818,5.0,cashier,2,0.0,16.6318529924,False
816,20.0,cashier,0,0.0,60.5003871466,False
817,29.0,cashier,1,0.0,58.7574356637,False
819,4.0,self,0,0.0,106.036209848,True
825,5.0,cashier,1,0.0,10.1305923558,False
824,23.0,cashier,0,0.0,69.5754452186,False
827,7.0,cashier,2,0.0,23.2845941893,False
826,28.0,cashier,1,0.0,56.7313171926,False
820,4.0,self,2,0.0,182.341402595,True
821,2.0,self,0,75.2307253746,105.095344292,False
792,20.0,self,1,0.0,804.74156112,False
831,30.0,cashier,0,0.0,90.7505807199,False
834,18.0,cashier,3,0.0,34.284779497,False
833,28.0,cashier,1,0.0,56.7313171926,False
835,7.0,cashier,4,0.0,22.2349600354,False
832,32.0,cashier,2,0.0,106.443859151,False
837,9.0,cashier,1,0.0,18.2350662405,False
838,5.0,cashier,2,0.0,16.6318529924,False
836,27.0,cashier,0,0.0,81.6755226479,False
839,32.0,cashier,3,0.0,60.9507191058,False
840,23.0,cashier,4,0.0,73.0577258306,False
842,7.0,cashier,0,0.0,21.1751355013,False
843,6.0,cashier,1,0.0,12.156710827,False
822,4.0,self,2,152.798853134,300.865268211,False
828,4.0,self,2,354.765287242,84.6542211824,False
841,4.0,self,1,0.0,191.836206387,True
847,6.0,cashier,2,0.0,19.9582235908,False
830,1,self,2,423.669527863,43.7104846574,False
846,30.0,cashier,1,0.0,60.7835541349,False
845,26.0,cashier,0,0.0,78.6505032906,False
848,23.0,cashier,2,0.0,76.5065237649,False
823,20.0,self,0,164.178667648,522.243635476,True
850,4.0,self,2,0.0,68.0872565368,False
829,2.0,self,0,578.664280465,65.6835463845,True
853,20.0,cashier,1,0.0,40.5223694233,False
851,31.0,cashier,0,0.0,93.7756000772,False
844,1.0,self,0,291.753129798,53.1959394569,True
855,21.0,cashier,3,0.0,39.9989094132,False
858,8.0,cashier,1,0.0,16.2089477693,False
852,3.0,self,2,19.1983903609,92.045559187,False
854,31.0,cashier,2,0.0,103.117488553,False
859,27.0,cashier,3,0.0,51.4271692456,False
856,2.0,self,2,53.9508115559,42.2866358648,False
857,28.0,cashier,0,0.0,84.7005420052,False
860,32.0,cashier,1,0.0,64.8357910772,False
861,7.0,cashier,0,0.0,21.1751355013,False
864,5.0,cashier,1,0.0,10.1305923558,False
862,21.0,cashier,2,0.0,69.853782568,False
863,19.0,cashier,0,0.0,57.4753677893,False
865,28.0,cashier,1,0.0,56.7313171926,False
867,7.0,cashier,0,0.0,21.1751355013,False
866,1,self,0,0.0,47.5707890244,False
868,9.0,cashier,0,0.0,27.225174216,False
871,5.0,cashier,0,0.0,15.1250967867,False
872,1,self,2,0.0,15.7985823679,False
870,26.0,cashier,1,0.0,52.6790802502,False
869,2.0,self,0,0.0,69.1688136015,False
849,18.0,self,1,0.0,550.272647642,False
875,5.0,cashier,1,0.0,10.1305923558,False
873,25.0,cashier,0,0.0,75.6254839333,False
877,10.0,cashier,0,0.0,30.2501935733,False
874,3.0,self,0,0.0,101.735797836,True
880,9.0,cashier,1,0.0,18.2350662405,False
883,6.0,cashier,3,0.0,11.4282598323,False
885,7.0,cashier,3,0.0,13.3329698044,False
881,22.0,cashier,2,0.0,73.1801531664,False
878,34.0,cashier,0,0.0,102.850658149,False
879,4.0,self,0,0.0,83.3873017374,False
882,35.0,cashier,1,0.0,70.9141464907,False
876,2.0,self,1,0.0,154.196565896,False
887,13.0,cashier,1,0.0,26.3395401251,False
886,18.0,cashier,0,0.0,54.4503484319,False
889,5.0,cashier,0,0.0,15.1250967867,False
890,18.0,cashier,1,0.0,36.4701324809,False
891,1.0,self,1,0.0,16.9662621265,False
893,5.0,cashier,1,0.0,10.1305923558,False
884,4.0,self,2,0.0,175.097466566,False
894,6.0,cashier,1,0.0,12.156710827,False
892,23.0,cashier,0,0.0,69.5754452186,False
895,8.0,cashier,0,0.0,24.2001548586,False
897,8.0,cashier,0,0.0,24.2001548586,False
896,19.0,cashier,1,0.0,38.4962509521,False
888,14.0,self,0,0.0,232.107034623,False
898,4.0,self,1,0.0,60.8212581056,False
901,5.0,cashier,0,0.0,15.1250967867,False
902,5.0,cashier,1,0.0,10.1305923558,False
899,21.0,cashier,2,0.0,69.853782568,False
903,1,self,0,0.0,16.3361272923,False
900,4.0,self,2,0.0,103.710490458,True
905,25.0,cashier,1,0.0,50.6529617791,False
904,30.0,cashier,0,0.0,90.7505807199,False
909,1,self,2,0.0,40.0997775823,False
907,25.0,cashier,2,0.0,83.1592649619,False
908,1,self,1,0.0,54.2713505399,False
906,7.0,self,0,0.0,167.212475328,False
911,6.0,cashier,0,0.0,18.150116144,False
910,2.0,self,1,0.0,116.724609563,False
913,19.0,cashier,1,0.0,38.4962509521,False
912,23.0,cashier,0,0.0,69.5754452186,False
916,1.0,self,1,0.0,28.4982254063,False
915,21.0,cashier,0,0.0,63.5254065039,False
918,5.0,cashier,2,0.0,16.6318529924,False
917,22.0,cashier,1,0.0,44.5746063656,False
920,5.0,cashier,0,0.0,15.1250967867,False
919,3.0,self,1,0.0,52.8525509392,False
914,7.0,self,0,0.0,236.120765157,True
922,1,self,1,0.0,46.1671196876,False
921,3.0,self,2,0.0,130.92625327,True
925,1.0,self,1,0.0,33.2016223954,True
923,3.0,self,0,26.1536684409,70.0455315425,True
928,9.0,cashier,1,0.0,18.2350662405,False
929,1,self,0,0.0,18.6635072798,False
926,30.0,cashier,0,0.0,90.7505807199,False
930,3.0,self,0,0.0,69.2774907339,True
932,10.0,cashier,0,0.0,30.2501935733,False
935,5.0,cashier,0,0.0,15.1250967867,False
934,1,self,0,0.0,28.4859094211,False
933,22.0,cashier,1,0.0,44.5746063656,False
936,24.0,cashier,2,0.0,79.8328943634,False
938,17.0,cashier,1,0.0,34.4440140098,False
937,30.0,cashier,0,0.0,90.7505807199,False
931,4.0,self,1,0.0,172.82691594,True
939,22.0,cashier,1,0.0,44.5746063656,False
924,5.0,self,2,56.3850451234,285.345417582,True
941,8.0,cashier,2,0.0,26.6109647878,False
942,16.0,cashier,3,0.0,30.4753595529,False
940,26.0,cashier,0,0.0,78.6505032906,False
943,33.0,cashier,1,0.0,66.8619095484,False
927,4.0,self,2,279.298941519,161.828577155,True
946,17.0,cashier,1,0.0,34.4440140098,False
947,7.0,cashier,2,0.0,23.2845941893,False
944,28.0,cashier,0,0.0,84.7005420052,False
945,5.0,self,0,0.0,94.3025905963,False
950,5.0,cashier,0,0.0,15.1250967867,False
951,5.0,self,2,0.0,96.4584183197,False
948,3.0,self,1,0.0,174.872042374,True
952,31.0,cashier,0,0.0,93.7756000772,False
954,10.0,cashier,2,0.0,33.2637059847,False
953,26.0,cashier,1,0.0,52.6790802502,False
955,21.0,cashier,3,0.0,39.9989094132,False
949,7.0,self,0,0.0,266.978390092,False
957,33.0,cashier,1,0.0,66.8619095484,False
956,34.0,cashier,0,0.0,102.850658149,False
958,24.0,cashier,2,0.0,79.8328943634,False
961,4.0,self,2,0.0,75.0221743809,False
959,4.0,self,1,0.0,133.223365888,True
964,22.0,cashier,1,0.0,44.5746063656,False
963,29.0,cashier,0,0.0,87.7255613626,False
960,4.0,self,0,0.0,195.175939911,True
966,21.0,cashier,2,0.0,69.853782568,False
968,27.0,cashier,1,0.0,54.7051987214,False
969,19.0,cashier,0,0.0,57.4753677893,False
971,26.0,cashier,1,0.0,52.6790802502,False
965,6.0,self,1,0.0,173.970344332,False
970,24.0,cashier,2,0.0,79.8328943634,False
967,7.0,self,2,0.0,162.047306904,True
972,27.0,cashier,0,0.0,81.6755226479,False
974,5.0,cashier,1,0.0,10.1305923558,False
973,8.0,cashier,0,0.0,24.2001548586,False
962,19.0,self,0,179.077469038,305.506873216,False
